idx,나이,관심 아이템,관심 아웃도어
9558,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9560,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9561,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9562,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9563,23.0,,"[0,0,0,0,0,0,0,0,0,1]"
9564,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9565,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9566,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
9567,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
9568,55.0,,"[0,0,0,0,0,0,0,0,0,1]"
9569,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9570,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9571,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9572,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9573,35.0,,
9574,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9575,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9576,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9577,42.0,,
9578,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9579,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9580,52.0,,"[1,0,0,0,0,0,0,0,0,0]"
9581,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9582,,,"[1,0,0,0,0,0,0,0,0,0]"
9583,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9584,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
9585,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9586,,,"[1,0,0,0,0,0,0,0,0,0]"
9587,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
9588,41.0,,"[0,0,0,0,1,0,0,0,0,0]"
9589,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9590,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9591,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9592,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
9593,,,"[1,0,0,0,0,0,0,0,0,0]"
9594,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9595,,,"[1,0,0,0,0,0,0,0,0,0]"
9596,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9597,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
9598,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9599,27.0,,"[0,0,0,1,0,0,0,0,0,0]"
9600,24.0,,"[0,0,0,0,0,0,0,0,0,1]"
9601,,,"[1,0,0,0,0,0,0,0,0,0]"
9602,41.0,,
9603,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9604,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
9605,,,"[1,0,0,0,0,0,0,0,0,0]"
9606,58.0,,"[0,1,0,0,0,0,0,0,0,0]"
9607,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9608,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
9609,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9610,68.0,,"[1,0,0,0,0,0,0,0,0,0]"
9611,36.0,,"[0,0,0,0,0,1,0,0,0,0]"
9612,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9613,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9614,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9615,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9616,35.0,,
9617,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
9618,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9619,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
9620,46.0,,
9621,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9622,,,"[1,0,0,0,0,0,0,0,0,0]"
9623,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
9624,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
9625,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9626,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9627,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9628,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9629,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9630,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9631,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9632,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9633,38.0,,"[0,0,0,1,0,0,0,0,0,0]"
9634,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9636,40.0,"[1,0,0]","[0,0,0,0,0,0,0,0,0,1]"
9637,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9638,24.0,,"[0,0,0,0,0,0,0,0,1,0]"
9639,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9640,32.0,,"[0,0,0,0,0,0,1,0,0,0]"
9641,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9642,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9643,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9644,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
9645,32.0,,"[0,0,0,0,0,0,1,0,0,0]"
9646,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
9647,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
9648,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9649,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9650,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9651,,,"[1,0,0,0,0,0,0,0,0,0]"
9652,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9653,36.0,,
9654,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9655,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9656,20.0,,
9657,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9658,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9659,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9660,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9661,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9662,31.0,,"[0,0,0,1,0,0,0,0,0,0]"
9663,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
9664,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9665,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9667,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9668,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9669,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9670,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9671,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9672,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9673,,,"[1,0,0,0,0,0,0,0,0,0]"
9674,30.0,,"[0,0,0,0,0,0,1,0,0,0]"
9675,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9676,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9677,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9678,41.0,,"[0,0,0,0,1,0,0,0,0,0]"
9679,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9680,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9681,49.0,,
9682,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9683,36.0,,"[0,0,0,0,0,0,1,0,0,0]"
9684,,,"[1,0,0,0,0,0,0,0,0,0]"
9685,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9686,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9687,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9688,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9689,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9690,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9691,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9692,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
9693,60.0,,"[1,0,0,0,0,0,0,0,0,0]"
9694,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9695,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9696,52.0,,"[0,0,0,0,0,0,0,0,0,1]"
9697,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
9699,,,"[1,0,0,0,0,0,0,0,0,0]"
9700,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
9701,54.0,,"[0,0,0,0,0,0,0,0,0,1]"
9702,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9703,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9704,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9705,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9706,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9707,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9708,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9709,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9710,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
9711,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
9712,28.0,,
9714,,,"[1,0,0,0,0,0,0,0,0,0]"
9715,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9716,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9717,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9718,23.0,,"[0,0,0,0,0,0,0,0,0,1]"
9719,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
9720,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
9721,,,"[0,0,0,0,0,1,0,0,0,0]"
9722,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9723,,,"[1,0,0,0,0,0,0,0,0,0]"
9724,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
9725,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9726,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
9727,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9728,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9729,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
9730,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9731,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9732,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9733,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9734,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
9735,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9736,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9737,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
9738,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
9739,46.0,,"[0,0,0,0,0,0,1,0,0,0]"
9740,,,"[1,0,0,0,0,0,0,0,0,0]"
9741,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9742,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
9743,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9744,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
9745,50.0,,"[1,0,0,0,0,0,0,0,0,0]"
9746,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9748,,,
9749,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9750,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
9751,47.0,,"[0,1,0,0,0,0,0,0,0,0]"
9752,,,"[1,0,0,0,0,0,0,0,0,0]"
9753,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9754,40.0,,
9755,,,"[1,0,0,0,0,0,0,0,0,0]"
9756,29.0,,"[0,1,0,0,0,0,0,0,0,0]"
9757,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9758,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9759,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9760,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9761,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9762,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
9765,,,"[1,0,0,0,0,0,0,0,0,0]"
9766,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9767,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
9768,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9770,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9771,34.0,,"[0,0,0,0,0,1,0,0,0,0]"
9772,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9773,24.0,,"[0,0,0,0,0,1,0,0,0,0]"
9774,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9775,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9776,-2962.0,,"[1,0,0,0,0,0,0,0,0,0]"
9777,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9778,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9779,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9780,44.0,,"[0,0,0,0,0,0,0,0,1,0]"
9781,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
9782,36.0,,
9783,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9784,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9785,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9786,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9787,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
9788,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9789,25.0,,
9790,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9791,30.0,,"[0,0,0,0,1,0,0,0,0,0]"
9792,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9793,,,"[1,0,0,0,0,0,0,0,0,0]"
9794,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
9795,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9796,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9797,,,"[1,0,0,0,0,0,0,0,0,0]"
9799,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9800,49.0,,"[0,0,0,0,0,0,0,0,0,1]"
9801,,,"[1,0,0,0,0,0,0,0,0,0]"
9802,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9803,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9805,,,"[1,0,0,0,0,0,0,0,0,0]"
9806,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9807,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9810,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9811,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9812,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9813,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9814,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9816,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9817,43.0,,"[0,0,0,0,0,0,0,0,0,1]"
9818,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
9819,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9820,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9821,31.0,,"[0,0,0,0,0,1,0,0,0,0]"
9822,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9823,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9824,40.0,,"[0,1,0,0,0,0,0,0,0,0]"
9825,52.0,,
9826,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
9827,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
9828,,,"[1,0,0,0,0,0,0,0,0,0]"
9829,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
9830,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9831,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9832,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9833,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
9834,24.0,,"[0,0,0,0,0,0,0,0,1,0]"
9835,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9836,58.0,,"[1,0,0,0,0,0,0,0,0,0]"
9837,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
9838,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9840,25.0,,"[0,0,0,0,0,0,1,0,0,0]"
9841,,,"[1,0,0,0,0,0,0,0,0,0]"
9842,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9843,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9844,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9845,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9846,,,"[0,0,0,0,0,0,0,0,0,1]"
9847,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9848,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
9849,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9850,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9851,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9852,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
9853,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
9854,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9855,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9856,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9857,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
9858,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9859,48.0,,"[0,0,0,0,0,0,0,0,0,1]"
9860,58.0,,"[1,0,0,0,0,0,0,0,0,0]"
9861,56.0,,"[0,0,0,0,1,0,0,0,0,0]"
9862,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9863,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9864,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9865,,,"[0,1,0,0,0,0,0,0,0,0]"
9866,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9867,38.0,,"[0,0,0,0,0,0,1,0,0,0]"
9868,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9869,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9870,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9871,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9872,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9873,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9874,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9875,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9876,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9877,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9881,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9882,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9883,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
9884,42.0,,
9885,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9886,58.0,,"[0,0,0,0,0,1,0,0,0,0]"
9887,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9888,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9889,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9890,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9891,28.0,,"[0,0,0,0,0,1,0,0,0,0]"
9892,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9893,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
9894,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9895,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9896,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9897,,,"[1,0,0,0,0,0,0,0,0,0]"
9898,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9899,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9900,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
9901,,,"[1,0,0,0,0,0,0,0,0,0]"
9903,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9904,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9905,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9906,23.0,,"[0,1,0,0,0,0,0,0,0,0]"
9909,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9910,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9911,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9912,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
9913,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9914,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9916,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9917,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9918,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
9919,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
9920,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
9921,39.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
9922,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9923,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9924,26.0,,"[0,1,0,0,0,0,0,0,0,0]"
9926,24.0,,"[0,0,1,0,0,0,0,0,0,0]"
9927,,,"[1,0,0,0,0,0,0,0,0,0]"
9928,33.0,,"[0,0,0,0,1,0,0,0,0,0]"
9929,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9930,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9931,42.0,,
9932,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
9933,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9935,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9936,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
9937,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9938,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9939,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9940,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
9941,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9944,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9945,38.0,,"[0,1,0,0,0,0,0,0,0,0]"
9946,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9947,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9948,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
9949,,,"[1,0,0,0,0,0,0,0,0,0]"
9950,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9953,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9954,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9955,,,"[1,0,0,0,0,0,0,0,0,0]"
9956,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
9957,55.0,,"[1,0,0,0,0,0,0,0,0,0]"
9958,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9959,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9960,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
9961,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9962,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9963,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
9964,47.0,,
9965,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9966,,,"[1,0,0,0,0,0,0,0,0,0]"
9967,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9968,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
9969,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9970,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
9972,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
9973,30.0,,"[0,1,0,0,0,0,0,0,0,0]"
9974,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
9975,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
9976,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
9977,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
9978,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
9979,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
9980,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9981,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
9982,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
9983,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9984,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9985,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
9986,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
9987,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9988,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
9989,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
9990,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9991,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
9992,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
9993,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
9994,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
9995,40.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
9996,,,"[0,0,0,0,1,0,0,0,0,0]"
9997,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
9998,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
9999,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
10000,,,"[1,0,0,0,0,0,0,0,0,0]"
10001,,,"[1,0,0,0,0,0,0,0,0,0]"
10002,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
10003,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
10004,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
10005,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
10006,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
10007,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
10008,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
10009,,,"[1,0,0,0,0,0,0,0,0,0]"
10010,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
10011,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
10012,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
10013,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
10015,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
10016,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
10018,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
10019,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
10020,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
10021,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
10022,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
10023,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
10024,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
10025,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
10026,30.0,,
10027,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
10028,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
10029,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
10031,31.0,,
10032,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
10033,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
10034,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
10035,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
10036,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
10037,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
10038,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
10039,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
10040,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
10041,,,"[1,0,0,0,0,0,0,0,0,0]"
10042,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
